ssid,rssi,mac,lat,lng,alt,hdop,sat,calidad,timestamp,color
canarionochico,-90,E4:FA:C4:11:24:FA,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:24.124589,red
TP-Link_635E,-90,DC:62:79:C8:63:5E,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:24.530231,red
FEJATURALABTELE,-91,DC:36:0C:93:56:D6,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:24.930161,red
CarlosEstudio2025,-91,4C:D7:C8:4B:BB:A0,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:25.320809,red
DIRECT-HAnRzEBAB16FDGOLS,-91,E2:BB:9E:96:BC:98,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:25.732185,red
Lopez,-91,B0:CC:FE:37:29:E0,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:26.728224,red
Conecta1760,-92,4C:D7:C8:4B:BB:60,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:30.222838,red
FAMILIAATONIO,-93,08:33:ED:4D:85:7F,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:30.833148,red
Conecta-110,-94,6C:68:A4:E2:54:25,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:34.432447,red
TP-Link_8AE2,-94,60:32:B1:51:8A:E2,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:37.423625,red
Jota,-94,9E:15:86:89:3E:4C,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:38.613070,red
TeleMallqui,-24,B2:A6:11:D3:04:F9,-12.016883,-77.048691,134.1,0.94,8,Buena,2025-06-21T14:02:42.651243,green
hw_manage_1550,-67,D8:10:9F:88:15:5B,-12.016883,-77.048691,134.1,0.94,8,Buena,2025-06-21T14:02:43.896297,green
ENTEL HOGAR,-83,DC:90:88:11:46:5F,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:45.525726,red
LIFIEE-2020,-85,5C:A6:E6:9D:12:53,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:46.218793,red
UNI_LIBRE_H,-90,CC:20:8C:BA:AE:30,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:47.020658,red
DONVALLE,-91,E0:41:36:9B:BE:4A,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:47.524584,red
FEJATURALABTELE,-92,DC:36:0C:93:56:D6,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:48.011440,red
canarionochico,-92,E4:FA:C4:11:24:FA,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:48.711260,red
FAMILIAATONIO,-94,08:33:ED:4D:85:7F,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:49.306877,red
ALVA AGUILAR,-94,2C:96:82:DF:1C:D8,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:49.916842,red
HUAWEI Y5 2018,-94,FE:87:43:D6:34:B4,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:51.317198,red
CONECTA4-530,-94,F8:79:28:09:00:54,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:51.928552,red
JEZFABI,-94,84:D8:1B:31:8B:C2,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:52.530591,red
DEDITO,-94,B0:4E:26:DC:4F:B0,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:53.420519,red
TeleMallqui,-44,B2:A6:11:D3:04:F9,-12.016883,-77.048691,134.1,0.94,8,Buena,2025-06-21T14:02:58.214266,green
TP-Link_635E,-81,DC:62:79:C8:63:5E,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:01.176330,red
San Miguel Arcangel,-83,68:FF:7B:FC:AF:8E,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:02.175886,red
FAMILIAATONIO,-84,08:33:ED:4D:85:7F,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:03.201903,red
LIFIEE-2020,-84,5C:A6:E6:9D:12:53,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:04.159145,red
ENTEL HOGAR,-86,DC:90:88:11:46:5F,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:04.686213,red
hw_manage_1550,-86,D8:10:9F:88:15:5B,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:06.283343,red
Jefer,-87,DA:7B:F2:1D:5D:60,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:06.765983,red
JEZFABI,-87,84:D8:1B:31:8B:C2,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:09.574885,red
Win2023,-88,14:46:58:0D:29:48,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:10.980315,red
IVASQUEZ,-89,F4:52:46:17:0D:4F,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:12.668094,red
canarionochico,-90,E4:FA:C4:11:24:FA,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:13.280300,red
HP-Print-D8-Officejet Pro 8610,-90,A0:D3:C1:DE:56:D8,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:14.079022,red
Lopez,-91,B0:CC:FE:37:29:E0,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:15.068643,red
LUZ,-91,34:57:60:8C:04:82,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:16.248192,red
CONECTA-WIFI6-5E08,-91,44:3B:14:17:5E:08,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:18.377924,red
HUAWEI Y5 2018,-91,FE:87:43:D6:34:B4,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:18.973132,red
FEJATURALABTELE,-92,DC:36:0C:93:56:D6,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:22.673418,red
Conecta-110,-92,6C:68:A4:E2:54:25,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:23.682305,red
junior2,-94,80:26:89:64:45:16,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:25.710319,red
RAMON,-94,08:33:ED:EF:24:9F,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:26.357753,red
ConectaFamilia950,-95,4C:D7:C8:4B:9F:50,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:26.732310,red
FTTH-CONECTA1188,-96,6C:68:A4:D7:27:8A,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:27.592135,red
TeleMallqui,-35,B2:A6:11:D3:04:F9,-12.016561,-77.048859,136.9,0.93,8,Buena,2025-06-21T14:03:33.042485,green
TP-Link_635E,-74,DC:62:79:C8:63:5E,-12.016561,-77.048859,136.9,0.93,8,Intermedia,2025-06-21T14:03:34.989074,orange
FAMILIAATONIO,-76,08:33:ED:4D:85:7F,-12.016561,-77.048859,136.9,0.93,8,Intermedia,2025-06-21T14:03:37.616173,orange
JEZFABI,-78,84:D8:1B:31:8B:C2,-12.016561,-77.048859,136.9,0.93,8,Intermedia,2025-06-21T14:03:39.224832,orange
San Miguel Arcangel,-80,68:FF:7B:FC:AF:8E,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:03:40.914472,red
HP-Print-D8-Officejet Pro 8610,-83,A0:D3:C1:DE:56:D8,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:03:41.927779,red
ENTEL HOGAR,-85,DC:90:88:11:46:5F,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:03:43.403460,red
RAMON,-87,08:33:ED:EF:24:9F,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:03:45.011006,red
DONVALLE,-87,E0:41:36:9B:BE:4A,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:03:45.617196,red
CONECTA4-530,-87,F8:79:28:09:00:54,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:03:46.592625,red
canarionochico,-87,E4:FA:C4:11:24:FA,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:03:49.317634,red
GALARRETA 2.4G,-87,14:46:58:0E:DE:20,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:03:50.320395,red
Christian-2.4GHz,-87,F4:E4:51:B3:F1:98,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:03:54.219494,red
IVASQUEZ,-88,F4:52:46:17:0D:4F,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:03:56.220222,red
Lopez,-89,B0:CC:FE:37:29:E0,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:03:58.108274,red
DIRECT-1E-HP Smart Tank 710-720,-89,3A:CA:84:92:C1:1E,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:03:59.316820,red
CONECTAESTUDIO-4250,-89,C4:EB:FF:B7:E1:C1,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:03:59.726590,red
FTTH-CONECTA3979,-89,1C:EF:03:F4:38:7E,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:00.733543,red
NETGEAR91,-89,44:94:FC:3F:F6:76,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:01.236816,red
cristhian,-89,08:33:ED:F3:66:CF,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:02.833829,red
JAZMIN,-89,BC:1E:85:91:88:24,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:03.242395,red
hw_manage_1550,-89,D8:10:9F:88:15:5B,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:03.842310,red
Perritos,-90,2C:96:82:CE:95:F0,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:04.325088,red
HUAWEI-2.4G-TuuE,-90,1E:E6:39:F6:DF:40,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:05.327151,red
MOVISTAR_6870,-90,FC:5A:1D:EF:68:78,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:07.633077,red
Sotomayor,-91,08:33:ED:F3:E4:9F,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:09.331357,red
Edward,-91,F4:52:46:CB:D6:CF,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:10.848206,red
ERICK10 2.4GHZ,-92,FC:4D:A6:E2:3C:70,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:12.042120,red
CONECTA-WIFI6-5E08,-93,44:3B:14:17:5E:08,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:12.642922,red
REPETIDORCASA-STREAMING,-93,44:3B:14:17:5F:70,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:13.225092,red
FTTH-CONECTA1188,-93,6C:68:A4:D7:27:8A,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:18.463634,red
Tenda_BD7B30,-93,CC:2D:21:BD:7B:30,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:20.644254,red
MOVISTAR_6077,-93,7C:DB:98:AD:60:7A,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:22.042394,red
WIN,-94,44:3B:14:7D:6B:70,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:23.730735,red
PIERO,-94,2C:96:82:DF:13:00,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:24.533968,red
jaimesrojas4G,-95,E0:1C:FC:62:28:05,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:25.547224,red
CasaUNI_RyO,-95,F4:E4:51:B5:51:F0,-12.016561,-77.048859,136.9,0.93,8,Mala,2025-06-21T14:04:26.945981,red
TeleMallqui,-25,B2:A6:11:D3:04:F9,-12.016263,-77.048866,124.6,1.04,8,Buena,2025-06-21T14:04:31.783794,green
FIIS_Estudiantes,-84,00:81:C4:EA:02:31,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:32.856579,red
FIIS_Docentes,-85,00:FC:BA:AB:1D:E0,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:34.663754,red
WI_FIIS,-85,00:FC:BA:AB:1D:E3,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:35.832638,red
FIIS_Docentes,-85,00:81:C4:EA:02:30,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:36.946789,red
WI_FIIS,-86,00:81:C4:EA:02:33,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:40.135056,red
NAYA 2.4G,-87,44:9B:C1:45:A1:44,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:41.133137,red
PISO2-MANUEL2025,-87,44:3B:14:6C:EA:40,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:41.639128,red
FIIS_Estudiantes,-87,00:FC:BA:AB:1D:E1,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:43.440704,red
Lopez,-88,B0:CC:FE:37:29:E0,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:44.660183,red
MOVISTAR WIFI5943,-89,FE:C4:23:D2:28:79,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:47.663660,red
IVASQUEZ,-90,F4:52:46:17:0D:4F,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:48.868116,red
FTTH-CONECTA1020,-90,6C:68:A4:D7:2A:BA,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:51.795882,red
Connectify-me,-90,28:87:BA:E1:F2:96,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:52.481276,red
Conecta-110,-91,6C:68:A4:E2:54:25,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:53.644942,red
Perritos,-91,2C:96:82:CE:95:F0,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:54.458416,red
ConectaFamilia950,-92,4C:D7:C8:4B:9F:50,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:57.230658,red
FIIS_Docentes,-92,78:72:5D:02:13:00,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:58.755976,red
WI_FIIS,-93,00:A2:EE:C3:20:23,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:59.568965,red
FIIS_Estudiantes,-93,78:72:5D:02:13:01,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:04:59.961700,red
Detino,-93,3A:79:AC:62:84:D9,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:05:00.865526,red
FIIS_Docentes,-93,00:FC:BA:A3:DD:00,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:05:01.925006,red
FIIS_Estudiantes,-93,00:FC:BA:A3:DD:01,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:05:02.997186,red
WI_FIIS,-94,00:FC:BA:A3:DD:03,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:05:04.600467,red
FIIS_Docentes,-96,00:FC:BA:A3:D1:40,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:05:08.145477,red
FIIS_Estudiantes,-97,00:FC:BA:A3:D1:41,-12.016263,-77.048866,124.6,1.04,8,Mala,2025-06-21T14:05:10.009968,red
TeleMallqui,-43,B2:A6:11:D3:04:F9,-12.015755,-77.049049,126.2,0.93,8,Buena,2025-06-21T14:05:13.878875,green
FIIS_Docentes,-76,00:FC:BA:A3:DD:00,-12.015755,-77.049049,126.2,0.93,8,Intermedia,2025-06-21T14:05:14.714228,orange
WI_FIIS,-76,00:FC:BA:A3:DD:03,-12.015755,-77.049049,126.2,0.93,8,Intermedia,2025-06-21T14:05:16.316134,orange
UNI_LIBRE_H,-76,C0:F6:EC:C2:3F:10,-12.015755,-77.049049,126.2,0.93,8,Intermedia,2025-06-21T14:05:17.405109,orange
FIIS_Estudiantes,-77,00:FC:BA:A3:DD:01,-12.015755,-77.049049,126.2,0.93,8,Intermedia,2025-06-21T14:05:18.903613,orange
UNI_LIBRE_H,-77,CC:20:8C:BA:DB:F0,-12.015755,-77.049049,126.2,0.93,8,Intermedia,2025-06-21T14:05:20.613371,orange
FIIS_Docentes,-81,00:A2:EE:C3:20:20,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:21.279563,red
Detino,-81,3A:79:AC:62:84:D9,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:22.283297,red
MOVISTAR WIFI5943,-83,FE:C4:23:D2:28:79,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:23.108637,red
WI_FIIS,-83,00:A2:EE:C3:20:23,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:24.587317,red
FIIS_Estudiantes,-84,00:A2:EE:C3:20:21,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:25.818169,red
MOVISTAR WIFI8400,-85,2E:5C:13:BC:4F:52,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:26.900182,red
FIIS_Estudiantes,-86,78:72:5D:02:13:01,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:28.618685,red
FIIS_Estudiantes,-86,00:81:C4:EA:02:31,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:29.681960,red
FIIS_Docentes,-87,78:72:5D:02:13:00,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:31.521146,red
WI_FIIS,-87,78:72:5D:02:13:03,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:33.716832,red
Ysabel's Galaxy A52,-87,0A:65:7E:FA:15:06,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:34.140836,red
Dairâ€™s iPhone,-89,16:5B:D1:AF:D5:E0,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:34.554292,red
FIIS_Estudiantes,-89,00:D7:8F:94:AD:01,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:34.995002,red
Redmi 14C,-89,5A:10:58:F0:E9:B1,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:35.400238,red
WI_FIIS,-90,00:81:C4:EA:02:33,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:36.015239,red
WIN,-91,44:3B:14:7D:6B:70,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:37.011197,red
FIIS_Estudiantes,-91,00:FC:BA:AB:1D:E1,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:37.835390,red
WI_FIIS,-91,00:FC:BA:AB:1D:E3,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:38.427530,red
Leito,-92,62:9D:69:F0:53:78,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:44.197023,red
FIIS_Docentes,-92,00:81:C4:EA:02:30,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:45.400711,red
FIIS_Docentes,-92,00:FC:BA:AB:1D:E0,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:46.245272,red
Yo soy,-93,26:8B:2B:5F:80:DC,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:47.026557,red
Conecta-110,-95,6C:68:A4:E2:54:25,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:47.496187,red
DONVALLE,-95,E0:41:36:9B:BE:4A,-12.015755,-77.049049,126.2,0.93,8,Mala,2025-06-21T14:05:49.526186,red
TeleMallqui,-8,B2:A6:11:D3:04:F9,-12.015468,-77.049187,145.6,0.93,8,Buena,2025-06-21T14:05:54.543770,green
FIIS_Docentes,-76,00:F2:8B:E4:8A:E0,-12.015468,-77.049187,145.6,0.93,8,Intermedia,2025-06-21T14:05:55.627644,orange
WI_FIIS,-77,00:F2:8B:E4:8A:E3,-12.015468,-77.049187,145.6,0.93,8,Intermedia,2025-06-21T14:05:57.522432,orange
UNI_LIBRE_H,-81,CC:20:8C:BA:DB:F0,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:05:58.110963,red
FIIS_Estudiantes,-82,00:F2:8B:E4:8A:E1,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:05:58.718356,red
DONVALLE,-83,E0:41:36:9B:BE:4A,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:05:59.326253,red
FIIS_Estudiantes,-84,78:72:5D:02:13:01,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:06:00.398257,red
WIN,-85,44:3B:14:7D:6B:70,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:06:01.828066,red
FIIS_Docentes,-85,78:72:5D:02:13:00,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:06:02.434663,red
ADRIANA,-87,08:33:ED:F0:B9:4F,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:06:03.313451,red
CONECTA-PRIME1,-88,F8:79:28:06:C1:8C,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:06:04.221255,red
WI_FIIS,-89,00:A2:EE:C3:20:23,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:06:05.102956,red
WI_FIIS,-91,78:72:5D:02:13:03,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:06:05.729542,red
FIIS_Docentes,-91,00:FC:BA:AB:2B:40,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:06:06.095634,red
UNI_LIBRE_H,-91,C0:F6:EC:C2:3F:10,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:06:06.582014,red
WI_FIIS,-92,00:FC:BA:AB:2B:43,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:06:07.539497,red
FIIS_Estudiantes,-92,00:FC:BA:A3:DD:01,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:06:07.906298,red
FIIS_Docentes,-92,00:FC:BA:A3:DD:00,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:06:09.795925,red
WI_FIIS,-93,00:81:C4:EA:02:33,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:06:11.207431,red
BENJA,-95,08:6A:0A:E3:CD:AB,-12.015468,-77.049187,145.6,0.93,8,Mala,2025-06-21T14:06:13.696508,red
TeleMallqui,-9,B2:A6:11:D3:04:F9,-12.015468,-77.049187,145.6,0.93,8,Buena,2025-06-21T14:06:18.329589,green
